,Word,Appearances
1506,important,671
1507,scene,270
1508,open,853
1509,view,696
1510,than,4019
1511,Kings,159
1512,Princes,32
1513,knew,570
1514,Temple,1215
1515,its,2298
1516,contents,257
1517,each,1627
1518,appartment,45
1519,House,1839
1520,Parrish,115
1521,must,1987
1522,confess,89
1523,scenery,118
1524,indisscribable,2
1525,threshhold,6
1526,lower,150
1527,room,1049
1528,solemnity,21
1529,if,10416
1530,awe,7
1531,overwh,1
1532,elmed,1
1533,indeed,207
1534,footsteps,49
1535,walking,150
1536,[[pulpits|Pulpets]],2
1537,erected,95
1538,Priesthoods,8
1539,viewing,55
1540,curtains,21
1541,bespeaking,2
1542,"grandure,",2
1543,nothing,1160
1544,wisdom,622
1545,invent.,1
1546,upper,229
1547,rooms,167
1548,there,8719
1549,viewed,82
1550,[[Egyptian,2
1551,mummies|Egyptian,2
1552,Mumies]],1
1553,Abraham|Book,3
1554,Abram]],3
1555,written,848
1556,own,2185
1557,ownly,907
1558,[[hieroglyphics|hieroglyphicks]],1
1559,figures,56
1560,precious,117
1561,treasure,44
1562,contains,188
1563,calculated,75
1564,make,3500
1565,lasting,59
1566,impression,104
1567,mind,1296
1568,erased,5
1569,views,282
1570,Privileged,2
1571,story,145
1572,school,1212
1573,"rooms,",24
1574,belfry,5
1575,&amp;C.,11
1576,indicating,12
1577,architecture,7
1578,Bank,331
1579,Printing,195
1580,But,3354
1581,wonder,153
1582,strikes,16
1583,sense,138
1584,look,944
1585,casket,8
1586,work,5030
1587,Israels,12
1588,[[last,70
1589,days|last,38
1590,Days]],4
1591,Jr.|Prophet]],42
1592,exclaims,2
1593,does,1035
1594,things,3658
1595,looked,616
1596,for:,5
1597,Two,235
1598,half,1159
1599,Poverty,7
1600,go,8531
1601,fourth,108
1602,tribulation,38
1603,"poor,",106
1604,"despised,",4
1605,even,1003
1606,pomp,10
1607,disdain,10
1608,disgrace,23
1609,waiting,258
1610,eager,19
1611,behold,239
1612,sink,65
1613,forgetfulness.,2
1614,how,1809
1615,changed,244
1616,cheerfulness,10
1617,beaming,8
1618,every,2820
1619,countenance,26
1620,indicates,12
1621,Prosperity,11
1622,noise,40
1623,ax,30
1624,hammer,18
1625,walls,198
1626,dwellings,44
1627,newly,23
1628,market,83
1629,[[house,80
1630,God|house,11
1631,speaks,124
1632,language,231
1633,loud,98
1634,thunder,86
1635,will,27544
1636,City,2197
1637,prosp,2
1638,erity,1
1639,spite,55
1640,[[false,38
1641,prophets|fals,6
1642,Prophets]],97
1643,Baal,17
1644,hell,213
1645,stands,211
1646,honor,562
1647,kingdom,1615
1648,[[Babylon|babylon]],2
1649,begins,54
1650,perish,35
1651,9,1789
1652,money,1240
1653,expended,27
1654,i,1077
1655,travels,302
1656,fees,15
1657,boats,52
1658,stages.,3
1659,lodgings,40
1660,$16.65,2
1661,$21.65,2
1662,Doct,21
1663,Cowdery|Cowdery]],7
1664,general,748
1665,settlement,279
1666,Advocate]],28
1667,new,965
1668,$41.50,4
1669,M,1748
1670,Advocate,21
1671,setteled,14
1672,matters,530
1673,us.,1292
1674,Jr.|Smith]],31
1675,[[Sidney,225
1676,Rigdon|Rigdon]],52
1677,Parrish|Parrishe's]],1
1678,29th,505
1679,^27th^,2
1680,Upon,88
1681,Lords,225
1682,Lord|house,62
1683,Purpose,12
1684,[[worshipping|Worshiping]],1
1685,lengthy,140
1686,catalogue,23
1687,transactions,16
1688,contemplations,6
1689,experience,333
1690,youth,191
1691,experiance,27
1692,fulfilled,298
1693,Promises,8
1694,God.,1826
1695,seated,48
1696,Pulpits,2
1697,aranged,33
1698,High,1075
1699,Patriarch,252
1700,Sr.|Joseph,63
1701,sen.]],3
1702,standing,518
1703,Pulpet.,1
1704,Smith.,110
1705,jr.]],13
1706,[[Jared,27
1707,Carter|Elder,1
1708,Carter]],511
1709,Second,119
1710,[[Parley,635
1711,Parker,645
1712,Pratt|Parley]],31
1713,[[Orson,2193
1714,Pratt|Orson,422
1715,Pratt]],1270
1716,Parrish|W.,14
1717,Carter,2946
1718,[[preach,47
1719,gospel|Preached,3
1720,gospel]],40
1721,[unto],1
1722,Joseph,2208
1723,jr,27
1724,dissmissed,13
1725,intermishion,3
1726,Company,588
1727,[the],40
1728,Preach,106
1729,People,458
1730,##Isaiah,25
1731,56|LVI,5
1732,chapter##,22
1733,Isaiah|Isaiah]],3
1734,brief,141
1735,remarks,826
1736,sketch,64
1737,South.,52
1738,Closed,14
1739,blessed,842
1740,priviledge,27
1741,communing,6
1742,multitude,89
1743,"east,",28
1744,"west,",53
1745,north,279
1746,whom,1312
1747,intimately,7
1748,thank,440
1749,promises,226
1750,verifyed,2
1751,giving,601
1752,name,2335
1753,{better},2
1754,sons,513
1755,daughters,190
1756,Their,337
1757,Confirmed,92
1758,sacrament,140
1759,Hyde|O,250
1760,Hide]][.],1
1761,Jr.|J.,56
1762,congragation,2
1763,NOV,28
1764,Parents,167
1765,Setteled,3
1766,[[Reynolds,17
1767,Cahoon|Reynolds,4
1768,Cahoon]],17
1769,subs-,1
1770,criptions,1
1771,building,1053
1772,dollar,132
1773,due,394
1774,$91.75,2
1775,charge,521
1776,forwarded,187
1777,house.,264
1778,Purchase,15
1779,[[Latin|Latten]],4
1780,grammer,7
1781,Pratt|P.,196
1782,$[illegible],1
1783,am,8120
1784,expecting,203
1785,enter,370
1786,course,1077
1787,study,159
1788,may,6293
1789,temporal,302
1790,usful,11
1791,warfare,100
1792,keep,1488
1793,faith,1454
1794,receieve,40
1795,crown,133
1796,Glory,93
1797,December,2132
1798,Dec,1311
1799,Repaired,2
1800,Father,2082
1801,Sr.|Smith]],15
1802,Pronounce,1
1803,[[patriarchal,20
1804,blessing|Patriarchal,6
1805,Blessing]].,1
1806,kind,1284
1807,attended,3378
1808,highly,189
1809,edefying,9
1810,glorious,370
1811,pronounced,81
1812,Prophesy]],1
1813,Revelation.,14
1814,Parrish|Parrishes]],3
1815,acompanied,9
1816,2nd,1396
1817,[[Azmon,361
1818,1802|Azmon,91
1819,communication,255
1820,Kentucky|Owengton]],1
1821,3rd,1074
1822,Traded,2
1823,Bump|Brother,2
1824,Bump]],4
1825,goods,369
1826,$12.89,4
1827,worship,267
1828,Parrish|Parish]],33
1829,forepart,64
1830,Several,132
1831,spoke,6752
1832,Part,60
1833,Rigdon|RIGDON]],1
1834,discountenance,2
1835,use,976
1836,intirely,14
1837,[[liquor|liquor]]s,1
1838,sickness,392
1839,health,1107
1840,except,849
1841,wine,87
1842,sacraments,3
1843,external,7
1844,Washing,5
1845,eunanimously,2
1846,5th,752
1847,monday,36
1848,commenced,807
1849,studying,70
1850,Grammer,7
1851,instruction,252
1852,[[H.,49
1853,Hawes|Professor,1
1854,Haws]],7
1855,boarding,47
1856,Bond|Brother,1
1857,Bond]],2
1858,$2,77
1859,week,790
1860,$10,144
1861,advance,139
1862,6.,281
1863,7.,374
1864,8.,287
1865,9.,295
1866,Smoot|M,2
1867,[[Tennessee|Tenn]],3
1868,O,1187
1869,meeting.,271
1870,printed,168
1871,heart,848
1872,memorial,21
1873,forever,163
1874,[[God,38
1875,Israel|God,18
1876,sharply,34
1877,reproved,85
1878,stake,271
1879,"([[Kirtland,",2
1880,Ohio|Kirtland]]),4
1881,apostles,218
1882,backslidings,3
1883,timely,16
1884,warning,167
1885,escape,143
1886,Judgments,102
1887,otherwise,166
1888,fall,781
1889,[[Zion|Camp]],10
1890,1834,185
1891,presented,738
1892,{O,5
1893,stay,595
1894,thy,1565
1895,judgment,211
1896,Wilford,5790
1897,remember,494
1898,lest,156
1899,thou,674
1900,Christ's,59
1901,sake},2
1902,Lord|Lords,2
1903,house]],77
1904,Sermon,17
1905,delivered,586
1906,Young|Joseph,452
1907,Young]],2226
1908,administered,517
1909,jr]],180
1910,solumnized,1
1911,rights,300
1912,[[matrimony|matrimony]].,1
1913,At,1435
1914,Daytons,2
1915,Smoot|Smooth]],1
1916,Bates,104
1917,Noble|Nobles]],9
1918,[[Greek|GREEK]],2
1919,GRAMMER,2
1920,Candle,8
1921,quorum,769
1922,Seventies,347
1923,business,1494
1924,organize,179
1925,ordain,138
1926,present,3047
1927,ordained,1350
1928,organized,669
1929,twenty,424
1930,Seven,43
1931,Seventy,63
1932,[[Melchizedek,42
1933,Priesthood|High,8
1934,Priesthood]],53
1935,seventy,151
1936,Smoot|Abram,16
1937,among,2402
1938,Pronounced,19
1939,JESUS,236
1940,30th,502
1941,June,4241
1942,See,221
1943,mentioned,306
1944,[[Hazen,12
1945,"Aldrich|Aldrich]],",2
1946,"Young|Young]],",104
1947,^&amp;^,142
1948,[[Zebedee,49
1949,Coltrin|Coltrin]].,2
1950,inter,32
1951,esting,39
1952,Prophecy]],5
1953,poured,240
1954,ordaining,62
1955,Proclaimed,4
1956,marvelous,49
1957,Young,4205
1958,visions,97
1959,Performing,3
1960,ordinance,235
1961,herd,636
1962,[[discourse|discours]],1
1963,Smith|Samuel,85
1964,[[Hyrum,563
1965,Smith|Hiram,48
1966,bread,312
1967,sick,2151
1968,hands|laying,52
1969,Met,1109
1970,hundred,1144
1971,Presant,11
1972,expected,392
1973,tuesday,6
1974,winter,581
1975,worshiping,28
1976,[[sanctifying|sanctifying]],2
1977,themselves,873
1978,him.,1116
1979,taken,2099
1980,28.,187
1981,29.,205
1982,Principly,6
1983,care,961
1984,confined,247
1985,bed,686
1986,[[scarlet,5
1987,fever|scarlot,1
1988,fever]],12
1989,Bond|Bonds]],2
1990,On,1991
1991,DEC,11
1992,accounts,136
1993,Journals,126
1994,manner.,65
1995,Thus,215
1996,ends,62
1997,year,1782
1998,hath,386
1999,quickly,43
2000,report,1127
2001,ETERNITY,2
2002,thousand,873
2003,fifty,361
2004,seven,454
2005,Miles,1098
2006,"6,557",1
2007,Held,165
2008,Meetings,252
2009,153,29
2010,conferences,154
2011,debates,29
2012,^I,90
2013,Planted,23
2014,Church^,7
2015,27^,2
2016,"Elders,",240
2017,"Priests,",145
2018,"Teacher,",37
2019,Deacons.,42
2020,esstablished,87
2021,prea[c]hing,1
2022,places^,1
2023,blessing,793
2024,nineteen,29
2025,"children,",262
2026,deseases,6
2027,Ad.,12
2028,22.,101
2029,Dollars,136
2030,$70.,5
2031,Six,38
2032,eighty,61
2033,$91,11
2034,thirty,273
2035,34,219
2036,Receieved,29
2037,mobs,80
2038,Come,73
2039,always,769
2040,deliverd,107
2041,hands.,225
2042,3.,253
2043,conspicuous,18
2044,part,2383
2045,Procedings,7
2046,has,13999
2047,gone,1069
2048,done,2259
2049,do.,385
2050,swift,29
2051,art.,9
2052,How,426
2053,bourn,32
2054,"wings,",6
2055,dispensation,355
2056,[[fulness,55
2057,times|fullness,11
2058,times]].,13
2059,cannot,1775
2060,recalled.,4
2061,tremble,44
2062,departure.,62
2063,[[endowment|endowment]],7
2064,b[e]spake,1
2065,"Israel,",326
2066,sufficient,331
2067,show,404
2068,though,1319
2069,heavens,316
2070,pass,767
2071,away,1513
2072,word,1300
2073,fulfilled.,129
2074,true,1121
2075,thoughts,95
2076,retrace,8
2077,Past.,3
2078,can,7508
2079,end,584
2080,1837,433
2081,Yea,41
2082,mounting,4
2083,wheels,71
2084,"exhistance,",2
2085,Perfect,9
2086,work.,554
2087,gigantic,7
2088,"operations,",7
2089,magnus,7
2090,works,483
2091,Archieves,2
2092,gentile,114
2093,still,1803
2094,sleep,367
2095,late,614
2096,"hour,",85
2097,"come,",161
2098,broke,393
2099,awoke,94
2100,slumber,12
2101,Prepare,23
2102,[[Bridegroom|Bridegroom]].,1
2103,Then,512
2104,let,2921
2105,finish,205
2106,speed,69
2107,departure,234
2108,Say,102
2109,tomb,39
2110,Kingdom,1069
2111,overturned,3
2112,grant,256
2113,departs,5
2114,stakes,103
2115,rules,110
2116,midst,849
2117,POWER,11
2118,STRENGTH,2
2119,GLORY.,1
2120,"[[Farmington,",377
2121,Hartford,630
2122,Connecticut|Farmington]],167
2123,Ct,94
2124,1839,476
2125,My,2513
2126,Dear,6772
2127,[[Phebe,1962
2128,Whittemore,1768
2129,Woodruff|Phebe]],361
2130,[[Aphek,627
2131,1778|Fathers]],52
2132,once,915
2133,pen,201
2134,convers,32
2135,you,24487
2136,few,3209
2137,moments.,21
2138,delayed,58
2139,longer,288
2140,should,7287
2141,greatest,403
2142,anxiety,124
2143,hear,1674
2144,Emma,368
2145,Woodruff|Sarah,140
2146,E.]],6
2147,around,833
2148,privilege,766
2149,"[[Buffalo,",77
2150,Erie,115
2151,York|Buffalo]],41
2152,Post,125
2153,Captain,183
2154,"[[Albany,",67
2155,York|Albany]],41
2156,hope,1648
2157,arive,51
2158,[[New,1352
2159,York,959
2160,"City,",12008
2161,York|New,592
2162,York]],421
2163,know,4435
2164,babe,42
2165,twice,199
2166,(in,45
2167,dream),2
2168,told,2030
2169,poor,875
2170,turn,547
2171,mot,14
2172,any,8583
2173,rate,96
2174,want,2439
2175,you.,1020
2176,glad,1075
2177,[[Eunice,300
2178,Webster|Eunice]],129
2179,write,1728
2180,sheet:,1
2181,wish,2027
2182,concering,19
2183,Aug,1180
2184,"[[Rochester,",57
2185,Monroe,78
2186,York|Rochester]],12
2187,Island,283
2188,Indiana|Terre,41
2189,Haute]],33
2190,[[Charles,1961
2191,Burns,15
2192,Modesitt|Modesett]],4
2193,Saint,268
2194,buying,38
2195,[burying],1
2196,yard,164
2197,obtained,349
2198,information,477
2199,concernig,2
2200,1814|Asahel]],41
2201,Adams|Adams]],22
2202,Townsend|James,47
2203,Townsend]],48
2204,team,267
2205,Ague,10
2206,fever,304
2207,Sundy,6
2208,Germons,1
2209,"Taylor,",2188
2210,1808|Taylor]],475
2211,speaking,433
2212,sat,369
2213,window,64
2214,wind,489
2215,blew,66
2216,chill,44
2217,eveng,3
2218,gain[in]g,1
2219,ague,96
2220,"[[Cleveland,",35
2221,Cuyahoga,36
2222,Ohio|Clevland]],1
2223,land,1600
2224,tenth,35
2225,enjoying,165
2226,pretty,196
2227,[[Lake,92
2228,"Erie,",14
2229,States|Lake,38
2230,Erie]],12
2231,noticed,38
2232,however,336
2233,peculiar,213
2234,feelings,1143
2235,journied,12
2236,places,610
2237,suffered,328
2238,your,12960
2239,[Eunice’s,1
2240,"handwriting,",2
2241,Wilford’s,1
2242,words],93
2243,regard,1348
2244,crossing,122
2245,"States|Lake]],",1
2246,very,5072
2247,tedious,51
2248,caught,529
2249,line,383
2250,"storm,",35
2251,"York|Buffalo]],",10
2252,^I^,59
2253,"York|Albany]],",8
2254,arrived,1034
2255,19th.,19
2256,cold,1182
2257,Lake,28586
2258,crowded,125
2259,situation,335
2260,"boat,",38
2261,caused,281
2262,chills,115
2263,"fever,",41
2264,journey.,106
2265,"night,",256
2266,travell'd,1
2267,next,2073
2268,"day,",629
2269,finally,308
2270,"[[Avon,",93
2271,Connecticut|Avon]],53
2272,sunset.,6
2273,Aunt,133
2274,[[Helen,69
2275,"Wheeler|Wheelers]],",2
2276,morn,43
2277,"Connecticut|Farmington]],",41
2278,thro’,1
2279,"God,",2155
2280,Fathers,229
2281,face,562
2282,"face,",28
2283,recruited,1
2284,"journey,",64
2285,"amend,",1
2286,turns,52
2287,"ague,",22
2288,effects,70
2289,degree,192
2290,here,3990
2291,perfectly,221
2292,easy,78
2293,regards,373
2294,affliction,77
2295,body,1068
2296,confident,54
2297,recover,64
2298,usual,308
2299,health.,146
2300,yourself,273
2301,uneasiness,16
2302,"health,",140
2303,only,2167
2304,"prayrs,",2
2305,well.,549
2306,just,1685
2307,remark,74
2308,lacked,14
2309,"wants,",10
2310,50,1221
2311,cents,67
2312,"Fathers,",12
2313,purse,132
2314,beginning,289
2315,replenished,3
2316,enabled,206
2317,continue,667
2318,days.,406
2319,belong,156
2320,Uncle,182
2321,[[Ozem,357
2322,1787|Ozem,95
2323,"Woodruff]],",152
2324,[[Anna,201
2325,Cossett|Anna,25
2326,Cossitt]],1
2327,brother,2317
2328,[[Dwight,150
2329,Webster|Dwight—,1
2330,Webster]],99
2331,&amp;c.,690
2332,"number,",30
2333,^to^,137
2334,rejoices,16
2335,firm,113
2336,holding,339
2337,fast,484
2338,whereunto,12
2339,"attained,",5
2340,determined,265
2341,"henceforth,",6
2342,spirit,2892
2343,desiring,59
2344,Saints.,754
2345,Grand,404
2346,"mother,",26
2347,"Thompson,",96
2348,1756|Anna,20
2349,"Thompson]],",55
2350,departed,95
2351,since.,74
2352,buried,264
2353,yesterday.,55
2354,[[Adna,59
2355,Hart|Adna,37
2356,Hart]],314
2357,low,241
2358,appearance,173
2359,near,1313
2360,borders,39
2361,grave.,50
2362,usually,39
2363,"well,",291
2364,heard,1286
2365,"[[Scarborough,",160
2366,"Maine|Scarborough]],",23
2367,expect,826
2368,[[Ilus,395
2369,Fabyan,594
2370,Carter|Ilus]],55
2371,York]].,66
2372,Give,230
2373,respects,292
2374,Angell,130
2375,Young|Young]],2409
2376,"[[Commerce,",69
2377,Illinois|Commerce]],72
2378,"[[Montrose,",154
2379,Lee,296
2380,Iowa,236
2381,Territory|Montrose]],106
2382,inasmuch,142
2383,"apportunity,",1
2384,[[Pierce,13
2385,Hawley|Hawley]],6
2386,brothere,2
2387,P.,2190
2388,Sattley|Mr,1
2389,"Satler]],",1
2390,anxious,417
2391,draw,269
2392,close,1149
2393,fill,1117
2394,remainder,200
2395,"sheet,",7
2396,b,32
2397,gratified,50
2398,York.,41
2399,remain,1613
2400,yours,884
2401,strongest,48
2402,"ties,",21
2403,[still,1
2404,Eunice’s,1
2405,handwriting],3
2406,Woodruff|Phebe,219
2407,N.B.,9
2408,discovered,75
2409,“petition”,1
2410,leaving,493
2411,thereof,135
2412,pray,997
2413,heavenly,220
2414,times,1347
2415,answer,1709
2416,such,3108
2417,prayrs,4
2418,ascend,56
2419,behalf.,39
2420,Oct.,684
2421,1st.,60
2422,Woodruff|Sister]],4
2423,As,1765
2424,Willford,617
2425,reserved,42
2426,page,353
2427,"fill,",8
2428,cheerfully,186
2429,(tho’,1
2430,something,503
2431,hurry),1
2432,lines.,25
2433,recieved,858
2434,"you,",1211
2435,sorry,339
2436,improved.,5
2437,aware,133
2438,"unwell,",11
2439,feel,3467
2440,"write,",24
2441,respecting,107
2442,"him,",913
2443,undertake,120
2444,seems,581
2445,tho’,5
2446,"soon,",69
2447,"then,",134
2448,"“Go”,",1
2449,worms,20
2450,dust,112
2451,stay',1
2452,"Nay,",1
2453,rather,679
2454,accounted,29
2455,worthy,920
2456,become,808
2457,messenger,79
2458,nations,723
2459,earth.,764
2460,natural,155
2461,gain,182
2462,ascendency,7
2463,hardly,297
2464,reconcile,7
2465,need,818
2466,probably,371
2467,aware.,6
2468,"gone,",60
2469,affections,26
2470,double,68
2471,force,183
2472,Willford.,17
2473,confidence,269
2474,formerly,104
2475,"Asahel,",15
2476,looking,493
2477,friend,398
2478,"protector,",2
2479,forget,190
2480,comforts,47
2481,flow,61
2482,bountiful,5
2483,giver,7
2484,"good,",243
2485,suppose,358
2486,"time,",948
2487,ti[me],1
2488,[page,545
2489,torn],435
2490,"often,",18
2491,particular,146
2492,an[d],11
2493,"hear,",61
2494,ask,1341
2495,greater,406
2496,residence,96
2497,willing,1576
2498,undergo,11
2499,ma[n]y,4
2500,earthly,79
2501,privations.,1
2502,like,3160
2503,whilst,39
2504,"mission,",436
2505,considered,414
2506,consistent,57
2507,present.,357
2508,e'er,7
2509,"long,",70
2510,company.,105
2511,"Sister,",14
2512,live,1548
2513,manner,572
2514,judgments,312
2515,abroad,274
2516,"land,",257
2517,given,2225
2518,consequently,68
2519,received,6051
2520,pleasure,670
2521,hearing,220
2522,converse,30
2523,"work,",417
2524,done.,193
2525,pleasant,214
2526,pleasure.,49
2527,complaint,77
2528,scarcely,100
2529,apportunity,2
2530,myself.,175
2531,perform,574
2532,mission,4028
2533,acceptably.,2
2534,bless,931
2535,continually.,15
2536,safe,319
2537,fill'd,3
2538,bosom,76
2539,best,2069
2540,wishes,312
2541,welfare,207
2542,"babe,",4
2543,"yours,",64
2544,Woodruff]].,64
2545,[[Lee,14
2546,Territory|Lee,7
2547,[[Iowa,40
2548,Territory|Ioway,3
2549,Territory]],70
2550,[stamp,125
2551,red,300
2552,ink],200
2553,Connecticut|FARMINGTON]],2
2554,OCT,16
2555,CT,3
2556,MAIL,4
2557,farmington]],1
2558,Moved,106
2559,[[Heber,2249
2560,Chase,1821
2561,Kimball|Elder,2
2562,Kimble]],21
2563,seconded,122
2564,[[Willard,670
2565,Richards|Elder,10
2566,Richards]],1235
2567,discretionary,4
2568,president,501
2569,Twelve,3382
2570,send,1659
2571,think,3434
2572,proper,443
2573,Meeting,2639
2574,prayer,1454
2575,Kimble,13
2576,conference,1069
2577,Temperance,35
2578,Hall,394
2579,"[[Preston,",186
2580,"Lancashire,",1253
2581,"England|Preston]],",18
2582,England;,3
2583,fifteenth,20
2584,April,4086
2585,Eighteen,27
2586,forty.,1
2587,preside,270
2588,Clayton|William,15
2589,Clayton]],79
2590,Chosen,24
2591,Clerk.,39
2592,month,559
2593,Eleventh,12
2594,Singing,36
2595,Kimble.,2
2596,represent,124
2597,different,506
2598,branches,270
2599,When—,1
2600,Er,146
2601,Fielding|Joseph,17
2602,Fielding]],50
2603,represented,288
2604,Preston,85
2605,consisting,123
2606,300,226
2607,Teachers,280
2608,Deacons,135
2609,[[Peter,560
2610,Melling|Peter,10
2611,Melling]],12
2612,"[[Penwortham,",5
2613,England|Penwortham]],2
2614,73,92
2615,Members,196
2616,E.,1665
2617,[[CBI|1,17
2618,P]].,3
2619,T.,1735
2620,[[CBI|1]],48
2621,D.,2183
2622,Garner|Wm,3
2623,Garner]],6
2624,"[[Longton,",16
2625,England|Longton]],11
2626,51,100
2627,Teacher,130
2628,Jackson|Joseph,2
2629,Jackson]],83
2630,repd,63
2631,"[[Southport,",4
2632,England|Southport]],3
2633,Members.,12
2634,Moon|John,3
2635,Moon]],22
2636,reps.,1
2637,Dunbers,1
2638,Neighbourhood,5
2639,54,113
2640,Benson|Richard,3
2641,Benson]],300
2642,rep.,13
2643,[[Hunters,6
2644,"Hill,",288
2645,"Wrightington,",6
2646,England|Hunters,4
2647,Hill]],275
2648,[[Amos,247
2649,Fielding|Amos,17
2650,"[[Heskin,",6
2651,England|Haskins]],1
2652,"[[Bolton,",8
2653,England|Bolton]],5
2654,60,476
2655,"[[Radcliffe,",7
2656,England|Radcliff]],1
2657,[[Elder,4
2658,Witheral|Elder,1
2659,Witheral]],1
2660,"[[Whittle-le-Woods,",4
2661,England|Whittle]],4
2662,[[Francis,543
2663,Clark|Francis,4
2664,Clark]],236
2665,"[[Ribchester,",5
2666,England|Ribchester]],4
2667,Richardson|Thomas,5
2668,Richardson]],20
2669,"[[Burnley,",7
2670,England|Burnly]],1
2671,P,494
2672,T,511
2673,Mood|Francis,4
2674,"[[Blackburn,",11
2675,England|Blackborn]],1
2676,P.]],13
2677,Eldr,66
2678,"Smith,",420
2679,England|James,19
2680,Chaighley,3
2681,"[[Keighley,",3
2682,"Yorkshire,",85
2683,England|Keighley]],1
2684,Thornly,3
2685,P[ries]t,1
2686,Ellison|John,2
2687,Ellison]],7
2688,"[[Waddington,",9
2689,England|Waddington]],5
2690,Smith|Thomas,65
2691,rep,5
2692,"[[Clitheroe,",23
2693,England|Clithero]],12
2694,[M],3
2695,E]].,6
2696,"[[Chatburn,",9
2697,England|Chatburn]],6
2698,84,82
2699,D]].,8
2700,Dawnham,1
2701,^[[Dunham,1
2702,"Town,",12
2703,"Cheshire,",87
2704,England|Dunham]]^,1
2705,T]].,3
2706,"[[Grindleton,",4
2707,England|Grindleton]],4
2708,Clayton|Wm,48
2709,"[[Manchester,",268
2710,England|Manchester]],189
2711,240,24
2712,"[[Stockport,",14
